,series_title,Dictionary_liwc_social,Dictionary_liwc_funct
161,Nighty_Night,0.21676347470551968,0.5940876788785411
162,Pramface,0.27464960390006093,0.7299664838513101
163,Pulling,0.26124145209877087,0.7165504958332417
164,Some_Girls,0.2811135799241929,0.7053979871912168
165,The_Fades,0.26803191698439527,0.6961597421485004
166,Trust,0.24777144979571622,0.5947443357682308
167,Coast,0.20595138425067966,0.7680286539420336
168,Fawlty_Towers,0.23503882215060065,0.6790030764723117
169,Heroes_Unmasked,0.26019658426672765,0.8521372824347713
170,Horizon,0.21377800450994788,0.8324003965673994
171,Land_Girls,0.2771682916490038,0.7161678677405681
172,Masterchef,0.22197920350852374,0.6922477659097875
173,Miranda,0.25324194145979995,0.680152193119959
174,Mock_the_Week,0.2357334510355081,0.7319526558489076
175,Peaky_Blinders,0.2864213947990544,0.6831135490543735
176,Burnistoun,0.27690315545559874,0.6625775233421931
177,Limmys_Show,0.25629491469636295,0.696746941686324
178,Shooting_Stars,0.18798404130485802,0.6348275052804506
179,Still_Game,0.2552574238152351,0.6452518351533114
180,The_Fall,0.2589938313203048,0.7034627546524286
181,Top_Gear,0.20692999414631652,0.7457273133236594
182,Baker_Boys,0.2828386216308427,0.7526157170476515
183,Bunk'd,0.2646852135091563,0.6899012029267083
184,In_Contempt,0.2693337769275555,0.7013058304915578
185,Madiba,0.2345635514841892,0.6884964326609707
186,Rebel,0.29191884664106327,0.7023706593207729
187,The_Game,0.2727610930735931,0.7438785173160173
188,Carter,0.27192919335108295,0.6974526876304238
189,Imposters,0.2596691915288298,0.6668933889833565
190,Queer_Eye,0.2527527527527528,0.6533112059427849
191,Top_Chef,0.2149034303833958,0.6634222440777983
192,Cannon,0.27687652829183357,0.7175954557996593
193,Extinct,0.26876290510817846,0.7180626627165814
194,Borgia,0.2547361279927637,0.6760098368996806
195,Ben_10,0.27707734277077345,0.7291159772911597
196,Naruto,0.23491724506139883,0.6978109983982915
197,Regular_Show,0.26720507563583973,0.6722216065458709
198,Steven_Universe,0.22712788556861635,0.6454569364922006
199,Teen_Titans,0.20625784555302432,0.5614300990283138
200,Graves,0.26357349921488105,0.666641502596932
201,Hetty_Feather,0.2762732417138238,0.7226151980598221
202,Horrible_Histories,0.24159511974694983,0.700451875282422
203,Wolfblood,0.2639095022624434,0.7177254901960785
204,Young_Dracula,0.2472936579183609,0.6461726476512345
205,18_to_Life,0.2725255900812985,0.6867549389909996
206,Anne,0.2537624174647552,0.7151864850395574
207,Arctic_Air,0.2735307987407757,0.6996342131759727
208,Being_Erica,0.256455019349798,0.7318211598484571
209,Burden_of_Truth,0.25620062270984684,0.7039374748480292
210,Intelligence,0.2618718964559095,0.6990122438735815
211,Republic_of_Doyle,0.2724601112803209,0.6951013765714115
212,King,0.2793032060111678,0.6815681163962686
213,Airwolf,0.2444842430968957,0.6827935290754381
214,Blue_Bloods,0.285201377448598,0.7156884068905732
215,Code_Black,0.2651962425759151,0.6562053894009623
216,Criminal_Minds,0.27661251704169293,0.7122413653241781
217,Elementary,0.28054649054008246,0.7564086704158306
218,Gunsmoke,0.2902592186103348,0.737622339643136
219,Instinct,0.26468065195352103,0.6858145519769164
220,Lost_in_Space,0.239328022875817,0.6654411764705882
221,Ransom,0.2838942711541692,0.6746280636911762
222,Rome,0.26946149231692124,0.6922500115361543
223,Survivor,0.0,0.0
224,Young_Sheldon,0.2653585653714139,0.6645986674253409
225,King,0.2793032060111678,0.6815681163962686
226,Ackley_Bridge,0.2854342542014061,0.6923237761689449
227,Father_Ted,0.2201947852015103,0.6566951336109805
228,Flowers,0.24340450424100615,0.6911962562152676
229,Fresh_Meat,0.24659615496990592,0.7134488400631099
230,Humans,0.26146173028966047,0.7180126606560522
231,Peep_Show,0.2465665827168267,0.6887740044073666
232,Shameless,0.27968283535285116,0.7089197461177592
233,Spaced,0.2194401539170257,0.5762946101942932
234,Born_to_Kill,0.2807683879921116,0.6733620626689066
235,Suspects,0.2741282082340749,0.7131532550032974
236,Legends,0.27066729386465965,0.6838115718029703
237,Freddys_Nightmares,0.28099467140319717,0.7229129662522202
238,Slasher,0.24976270985347335,0.6728065492080442
239,Banshee,0.27494699353358837,0.6836136451094461
240,Barry,0.23682600122390698,0.6251444890188346
241,Femme_Fatales,0.2775983790800013,0.6917086143033526
242,Forbidden_Science,0.2509829619921363,0.7254644977256958
243,Outcast,0.26875314770846825,0.696237139362544
244,The_Knick,0.2573914923517648,0.7516026160748067
245,Roots,0.3044364175233861,0.6283535549998457
246,Bad_Blood,0.27538796122230824,0.6821851155589959
247,Package_Deal,0.27365722408366333,0.6833815615798559
248,Seed,0.299273756770064,0.6793451501723289
249,Sunnyside,0.26549361569604485,0.6674556213017752
250,Barely_Famous,0.2604970669959864,0.7101214366574046
251,Nashville,0.27429982604026243,0.7275782119623889
252,Still_the_King,0.2801489544543111,0.6732004746900192
253,Sun_Records,0.2731645435805275,0.6139595116020932
254,The_Fall,0.2589938313203048,0.7034627546524286
255,The_Profit,0.0005352816850888181,0.0007725715042519025
256,The_Seventies,0.22307102218244582,0.7542031579620277
257,The_Sixties,0.23373073126281418,0.7928316500873263
258,Another_Period,0.2437646472765972,0.6646778448266102
259,Brickleberry,0.2654991047448523,0.633952551477171
260,Broad_City,0.23594938837277735,0.6449199209718778
261,Corporate,0.25161129619827505,0.6700189930566367
262,Drawn_Together,0.26686507936507936,0.6164705345739828
263,Drunk_History,0.2674632226929352,0.6867382333182522
264,Futurama,0.23942609188969557,0.6395518211577825
265,Josh,0.2471180825529901,0.6838849261350191
266,Reno_911,0.2628068673664041,0.6459258671368117
267,South_Park,0.27016159876015605,0.6958424653206201
268,Ugly_Americans,0.261086998621601,0.6605834842737204
269,Brotherhood,0.2770180275058853,0.6658716392020815
270,Drunk_History,0.2674632226929352,0.6867382333182522
271,Workaholics,0.26187341233425104,0.620955192913857
272,Unwrapped_2,0.19180737167280268,0.784892725656976
273,Chosen,0.27714272805313334,0.6708534767089865
274,Cleaners,0.2670725332841374,0.698736278941057
275,Sequestered,0.27963272120200333,0.7292457125512217
276,Snatch,0.2630624383218201,0.6410796682047315
277,StartUp,0.2487574329270642,0.6327267123023772
278,SuperMansion,0.2444547433769481,0.6277187385484253
279,The_Oath,0.2885549443177244,0.6886891184757815
280,Letterkenny,0.2692500487343006,0.6230749951265699
281,19-2,0.26738024656971,0.6290445589532393
282,Cardinal,0.2641577522876659,0.6578167289599175
283,Corner_Gas,0.24898648131810974,0.683119240791641
284,Defying_Gravity,0.23030098642610236,0.7079672877497681
285,Due_South,0.26137506137623046,0.6866509621454792
286,Flaked,0.2565608520318478,0.6528177024092648
287,Flashpoint,0.29638182602720026,0.6924791843127227
288,Hiccups,0.25795377517328844,0.7076071983031946
289,Instant_Star,0.28080608793686584,0.6886414881623449
290,Motive,0.271167598952064,0.6874991149189266
291,Saving_Hope,0.26260211375187614,0.6845206368463661
292,Spun_Out,0.255935791777807,0.6630742915924069
293,The_Detail,0.2716977081208738,0.6823394700588624
294,The_Disappearance,0.26389011962782455,0.664599025254763
295,The_Listener,0.26780060265842726,0.6533796289214862
296,Bar_Karma,0.2630558534774359,0.7329840772213514
297,Siren,0.2819451266577784,0.6773910602764718
298,Red_Dwarf,0.23674543978543333,0.6801189445687811
299,Undercover,0.26581831035701664,0.7032078472958643
300,Ghosts_of_Shepherdstown,0.0014822014336046652,0.003924189041428745
301,Paranormal_Lockdown,0.0003229813664596273,0.000629399585921325
302,Paranormal_Survivor,0.06475915684860142,0.21492345916486336
303,Full_Circle,0.25824760553387727,0.7004633063519193
304,A_Haunting,0.043012774759912296,0.12836304423084322
305,Deadliest_Catch,0.0,0.0
306,Klondike,0.2851016031859491,0.7517104053916063
307,MythBusters,0.1802083156049492,0.6274911925387613
308,Shooting_Stars,0.18798404130485802,0.6348275052804506
309,Andi_Mack,0.25717762482412443,0.6632568987590473
310,Bizaardvark,0.2490640632564144,0.6299096336937228
311,Gravity_Falls,0.2612816361012355,0.6443468619099582
312,Hannah_Montana,0.27917372534018253,0.6913492540575987
313,Liv_and_Maddie,0.2563784737964097,0.665063808853177
314,Lizzie_Mcguire,0.2735579109788185,0.7056693285124561
315,Phineas_and_Ferb,0.23966222164860543,0.6694123449506101
316,Stuck_in_the_Middle,0.2627465574990696,0.6888590568344941
317,Sofia_the_First,0.24489883333065626,0.666955790781224
318,Boyster,0.22803363619796413,0.6009997136237015
319,Doraemon,0.2340706615629552,0.6772467057349005
320,Lab_Rats,0.2714587151724244,0.7071403268285921
321,Max_Steel,0.23556757992607552,0.6318446823914948
322,Mighty_Med,0.26057310347487367,0.7073546993713603
323,Motorcity,0.2527898966704937,0.6680826636050516
324,Tron_Uprising,0.24650144384857042,0.6728334338209627
325,Banana,0.2672091131000814,0.6881475454298888
326,Beaver_Falls,0.28294926607911836,0.7233635339332294
327,Cardinal_Burns,0.25700820918212225,0.6882031012465795
328,Clipped,0.27698449255335483,0.6897896514662982
329,Crazyhead,0.2690107746197845,0.679687846406243
330,Dead_Set,0.2146462556888705,0.6130740587505171
331,Drifters,0.25291620991089747,0.6766590774938865
332,GameFace,0.24262762921467076,0.6591269421837015
333,Gap_Year,0.2452675252830841,0.6645561414123952
334,Glue,0.28091300033079725,0.7208071452199801
335,Misfits,0.2791821069348862,0.7112008117169578
336,Skins,0.2650165855988206,0.6451512430114672
337,The_Aliens,0.2644565258715736,0.7164962171615405
338,The_Inbetweeners,0.26219247610156343,0.6967298260377904
339,Younger,0.248127156557904,0.6707272274045211
340,Search_Party,0.23809987819732034,0.6497929354445798
341,The_Arrangement,0.26149170571102953,0.7122665861427416
342,The_Royals,0.2744765105744573,0.7159928127416831
343,Batman,0.22719074656775715,0.6604356004007945
344,Berlin_Station,0.23830629738790018,0.6684928116633294
345,Get_Shorty,0.2482468218642928,0.6281821383970028
346,Graves,0.26357349921488105,0.666641502596932
347,Timeless,0.2641465987253577,0.6882251571018971
348,Spotless,0.2739535008447078,0.6747472580515406
349,Bordertown,0.2714162173161054,0.6513124427713908
350,Zorro,0.2373262945423492,0.6899503144165826
351,Peppa_Pig,0.23916083916083916,0.6167832167832168
352,The_Bachelor,0.24907070037908063,0.7008667329137683
353,Top_Chef,0.2149034303833958,0.6634222440777983
354,Alice,0.27725347402838674,0.6921304897079587
355,9-1-1,0.25581062463096493,0.6455474243589973
356,Ally_Mcbeal,0.26416850229667194,0.672918480952137
357,Bones,0.25238491027235627,0.6965365830335207
358,Dark_Angel,0.2766253101736973,0.6915136476426799
359,Empire,0.28099564424712603,0.679578816750705
360,Family_Guy,0.2595593337238918,0.6753285469147959
361,Fringe,0.24830194249126478,0.7046919574804873
362,Ghosted,0.22880040766219628,0.6290042387603363
363,Glee,0.25815793363440803,0.697109941062257
364,Gotham,0.26730909385375334,0.6613086079844522
365,King_of_the_Hill,0.21960380921298023,0.5476166192651996
366,Kitchen_Nightmares,0.23618340707521673,0.7119411800036036
367,Lethal_Weapon,0.26398322013583697,0.648980314531653
368,Louie,0.2718602487682183,0.7065499776039693
369,Lucifer,0.2582330508347638,0.6902970878381819
370,Malcolm_in_the_Middle,0.24032062915910465,0.6738968496898448
371,Married_with_Children,0.2731187028676172,0.6851121862747338
372,Masterchef,0.22197920350852374,0.6922477659097875
373,Melrose_Place,0.2566633336558828,0.6853637819995915
374,Outnumbered,0.26909172504924084,0.73994199140675
375,Prison_Break,0.2801888601991885,0.7104773146440427
376,Sleepy_Hollow,0.25173180026634223,0.7167254487329554
377,Profiler,0.25815954362667165,0.7082577387075657
378,Star,0.27944225830014846,0.6645597210113339
379,Deadline_Gallipoli,0.26455704743269687,0.7086566358545308
380,The_Gifted,0.2656478405315615,0.6912159468438538
381,The_Resident,0.24516618884917984,0.6589692233174933
382,The_Simpsons,0.2444756902628642,0.6086551617601624
383,X-Men,0.24553066304593799,0.660315791778902
384,The_Disappearance,0.26389011962782455,0.664599025254763
385,Alone_Together,0.26909295659295657,0.6839936527436528
386,Baby_Daddy,0.2847243952243775,0.7134594230155069
387,Beautiful_People,0.2641538838301757,0.632856156911637
388,Beyond,0.2548414145581835,0.6702381110830128
389,Bunheads,0.24268428934794495,0.664701547531319
390,Chasing_Life,0.26563599553953254,0.7348890837636818
391,Cult,0.27179476197614405,0.7403901749577061
392,Dead_of_Summer,0.26414883513045423,0.6628303257165205
393,Famous_in_Love,0.2548658773601735,0.6831945318148103
394,Greek,0.26309370826719075,0.6905762592284628
395,Grown-ish,0.257753240518483,0.6853576572251561
396,Huge,0.2556578395320714,0.6656877020656976
397,Lincoln_Heights,0.30011619164787096,0.6791743558198347
398,Ravenswood,0.2875560097476613,0.7526923983963525
399,Roommates,0.27393027683280796,0.6850597671733092
400,Shadowhunters,0.2536758221495342,0.6900176909797382
401,Siren,0.2819451266577784,0.6773910602764718
402,Stitchers,0.25183082494269937,0.6899927326032809
403,Switched_at_Birth,0.26580457316552536,0.7083966597790263
404,The_Fosters,0.2811959745247703,0.7175691574699791
405,The_Middleman,0.24757542341730993,0.6706534339921396
406,Clean_Break,0.2544838464684232,0.6806683414149676
407,Training_Day,0.27921979356405585,0.6812993321190043
408,07_Ghost,0.25702618909585867,0.7457464774531798
409,One_Piece,0.2079966304181345,0.7179659978557207
410,Ranma_12,0.2367029987437863,0.6020746182644351
411,Samurai_Champloo,0.27158045814212606,0.7597869809075973
412,Wolfs_Rain,0.2484232741907777,0.760853027068149
413,Copper,0.2786977570316138,0.6922227156054716
414,37_Days,0.21672012830793905,0.7464414595028067
415,Anger_Management,0.2832258185033438,0.726590617566844
416,Atlanta,0.2691982726248592,0.569048066090875
417,Baskets,0.24205407149607025,0.611266047433563
418,Better_Things,0.2513791589516483,0.6362265447534694
419,Carrier,0.26551938466319636,0.7833760650558103
420,Dirt,0.27506545345293787,0.6773359371646852
421,Fargo,0.2733080969645269,0.666320110897846
422,Justified,0.2921271961945834,0.7145217176240638
423,Legion,0.24253200568990044,0.6204480796586059
424,Louie,0.2718602487682183,0.7065499776039693
425,Over_There,0.28568404115679386,0.6865816996231529
426,Partners,0.28422958537026977,0.707441607821836
427,Pose,0.25479519254353694,0.6843757664949718
428,Rescue_Me,0.27089742726041033,0.6561908183812026
429,Saint_George,0.28177213524536243,0.6807985791343244
430,Snowfall,0.25606947067766156,0.5910075090984475
431,Sons_of_Anarchy,0.28503235788004,0.6414218599649063
432,Terriers,0.28856501596984435,0.7051621442753143
433,Testees,0.2759886913853053,0.7054235856107627
434,The_Americans,0.265682612555688,0.6952578243099491
435,The_Riches,0.2587435326071364,0.6277937702629037
436,The_Shield,0.289050130378861,0.6753527266187894
437,The_Strain,0.25021036106750394,0.680596546310832
438,Thief,0.3151740862636411,0.7617356660315261
439,Trust,0.24777144979571622,0.5947443357682308
440,Tyrant,0.28637408174797513,0.7252288566585045
441,Wilfred,0.2686646874950913,0.7211488619763442
442,Archer,0.2380114300558514,0.6630471489803871
443,Chosen,0.27714272805313334,0.6708534767089865
444,Legit,0.27019639603158535,0.6434838361341703
445,Major_Lazer,0.2653158295281583,0.6219558599695586
446,Stone_Quackers,0.24249911754324038,0.6343099188139781
447,The_League,0.2588693322280284,0.673808713158557
448,Blue_Murder,0.27878250335309135,0.6888980227577554
449,Bomb_Girls,0.293957345971564,0.6988507109004739
450,Private_Eyes,0.2626433437168384,0.6662102488618081
451,Remedy,0.2504922112491928,0.6502071224936603
452,King,0.2793032060111678,0.6815681163962686
453,Ancient_Impossible,0.18973857274851894,0.8195191767668533
454,Cedar_Cove,0.2726091820558092,0.7283398813405653
455,Chesapeake_Shores,0.26962308292175724,0.7260202755393813
456,Good_Witch,0.2504909791619122,0.7089192672758773
457,Ballers,0.2679640608042761,0.6435906711652184
458,Barry,0.23682600122390698,0.6251444890188346
459,Big_Love,0.27285645830235133,0.7295725309406963
460,Boardwalk_Empire,0.2668709372808238,0.6763773573077029
461,Sensitive_Skin,0.2373238479314876,0.7002129684172369
462,Carnivale,0.2825669923865476,0.7001828427552305
463,Deadwood,0.266455797565663,0.7123123913242427
464,Dice,0.25617492492492494,0.6452139639639639
465,Entourage,0.2039378759299907,0.5047927053500565
466,Game_of_Thrones,0.2963510864704755,0.7068664665081985
467,Generation_Kill,0.24709655052868781,0.6575879701854741
468,Girls,0.25090326419651293,0.7094425625089937
469,Hung,0.2523413111342352,0.6406483282812288
470,Insecure,0.25473246690661566,0.6290830233573784
471,In_Treatment,0.29426218113574754,0.7865607840411483
472,Rome,0.26946149231692124,0.6922500115361543
473,Sex_and_the_City,0.2568579651261215,0.6933942779752835
474,Silicon_Valley,0.2428642785785643,0.7000346592183326
475,Succession,0.23661020268285518,0.6212670126309605
476,Tales_from_the_Crypt,0.13758212416119173,0.3548315858683705
477,The_Leftovers,0.2705558960643376,0.6929291803644063
478,The_Newsroom,0.2473321286715194,0.7035764818192667
479,The_Pacific,0.24409381419767176,0.6047706003195618
480,The_Sopranos,0.2805845455580027,0.680053018790877
481,The_Wire,0.2694614983618336,0.6815501673279655
482,True_Blood,0.2733776951284177,0.7125196354466177
483,True_Detective,0.2779709473033534,0.7012568897130789
484,Veep,0.23975922157429416,0.6422969714588642
485,Westworld,0.26519660587570315,0.6996908241511284
486,Dantes_Cove,0.230990990990991,0.6697039897039897
487,Ancient_Aliens,0.20995699379393953,0.8332285162992719
488,Gangland,0.23394485661444273,0.6408133330498926
489,Gangland_Undercover,0.2677398057031471,0.6463671518848052
490,Gone,0.2724989535370448,0.6262452909167016
491,Knightfall,0.26625412316331815,0.6823324155603413
492,Mountain_Men,0.2174487408834457,0.7644970414201183
493,Pawn_Stars,0.23823132204697825,0.780687792408238
494,Roots,0.3044364175233861,0.6283535549998457
495,Six,0.26912679102460124,0.6282199822345808
496,Texas_Rising,0.27530364372469635,0.6523572121658247
497,The_Universe,0.17674805771365149,0.7612742726505213
498,Top_Gear,0.20692999414631652,0.7457273133236594
499,Vikings,0.2641357599479827,0.6974628700919959
500,Glue,0.28091300033079725,0.7208071452199801
501,Spooksville,0.17508232711306257,0.615257958287596
502,Transformers_Prime,0.22324868558292002,0.6874667404585028
503,Boomers,0.2565593760887626,0.7311660815265457
504,Casual,0.24809618859321345,0.6554881798143961
505,Chance,0.268980343980344,0.7179463554463554
506,Deadbeat,0.24623124754608788,0.6474766935417599
507,Delirium,0.26123811970202926,0.7123041356280504
508,Difficult_People,0.24336244617610656,0.6661872635671077
509,Dimension_404,0.24389360589111103,0.6634340670395558
510,Endgame,0.2759749638902263,0.6819726253525001
511,Freakish,0.2554679096450341,0.701787635097065
512,Future_Man,0.26209082226274205,0.6991621081878961
513,Mother_Up,0.27946004149486564,0.6905743624760354
514,Shut_Eye,0.26050823626241726,0.6680003200768184
515,The_Awesomes,0.25992712148604724,0.6867629012767791
516,The_Oath,0.2885549443177244,0.6886891184757815
517,Benders,0.2802883900698677,0.6710272038055597
518,Brockmire,0.2479636016731489,0.6876788728260071
519,Bron,0.24808657170143794,0.6696931789139529
520,Bullet_in_the_Face,0.2829034276576514,0.6584161857748732
521,Documentary_Now,0.23612999916738364,0.6677860731037163
522,Greg_the_Bunny,0.25730109484372193,0.6597010333068383
